entidad,departamento_entidad,orden,nit_entidad,cantidad,suma_valor_contrato
CUNDINAMARCA  INSTITUTO DE RECREACIÓN Y DEPORTES INDERTAB  TABIO,Cundinamarca,TERRITORIAL,832001000,445,2973951308.0
CUNDINAMARCA  INSTITUTO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA  IVIS DE CHIA,Cundinamarca,TERRITORIAL,832005549,81,13376056680.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA JOAQUÍN PIÑEROS CORPAS DE TABIO,Cundinamarca,TERRITORIAL,832000983,699,4688359353.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA TURISMO RECREACIÓN Y DEPORTE DE NILO,Cundinamarca,TERRITORIAL,900426075,462,2715920334.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE CAJICÁ,Cundinamarca,TERRITORIAL,900132302,1071,21569366208.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE TENJO,Cundinamarca,TERRITORIAL,901359154-6,389,7961414250.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE DEPORTE  RECREACIÓN DEPORMESA  LA MESA,Cundinamarca,TERRITORIAL,808000993,544,4101930137.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE DEPORTES RECREACIÓN CULTURA Y TURISMO IMDERCULTUR  EL ROSAL,Cundinamarca,TERRITORIAL,832003469,717,8747895351.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE DEPORTES Y RECREACIÓN DE CAJICÁ,Cundinamarca,TERRITORIAL,800185515,1418,18255578477.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE DEPORTE Y RECREACIÓN  UBALA,Cundinamarca,TERRITORIAL,832002496,159,1328629454.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE LA RECREACIÓN Y EL DEPORTE DE ZIPAQUIRÁ,Cundinamarca,TERRITORIAL,800195954,2027,31033768207.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACIÓN DE SESQUILÉ,Cundinamarca,TERRITORIAL,832001061,366,3336688187.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN DEPORTES CULTURA Y TURISMO IMDER SAN ANTONIO DEL TEQUENDAMA,Cundinamarca,TERRITORIAL,808004074,405,2852650675.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE DE ANAPOIMA,Cundinamarca,TERRITORIAL,808001195,892,10164440727.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE DE COTA,Cundinamarca,TERRITORIAL,832000795,1451,41389817274.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE DE TOCANCIPÁ,Cundinamarca,TERRITORIAL,832002349,1140,20757012939.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHÍA,Cundinamarca,TERRITORIAL,800201907,1830,45429706326.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE PACHO,Cundinamarca,TERRITORIAL,832001620,673,6607779714.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE SOACHA,Cundinamarca,TERRITORIAL,832000906,4007,77695507044.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,Cundinamarca,TERRITORIAL,890680035,568,9730386522.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE VIVIENDA DE INTERÉS SOCIAL  CAJICÁ,Cundinamarca,TERRITORIAL,900132308,216,10221210014.0
CUNDINAMARCA  INSTITUTO MUNICIPAL DE VIVIENDA URBANA Y RURAL IMVIUR,Cundinamarca,TERRITORIAL,832002424,147,6155374491.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA EL DEPORTE LA RECREACIÓN LA EDUCACIÓN FISICA EXTRAESCOLAR,Cundinamarca,TERRITORIAL,832002492,301,2379793568.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACIÓN DE MADRID,Cundinamarca,TERRITORIAL,800222095,1007,12165636161.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA EL TURISMO LA CULTURA LA RECREACIÓN Y EL DEPORTE DE VILLETA,Cundinamarca,TERRITORIAL,800253463,808,8134729886.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE CUNDEPORTES,Cundinamarca,TERRITORIAL,832000829,1127,18232859462.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE DE NEMOCÓN,Cundinamarca,TERRITORIAL,832002139,205,1408440117.0
CUNDINAMARCA  INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE DE SUBACHOQUE,Cundinamarca,TERRITORIAL,900312199,472,4173238136.0
CUNDINAMARCA  JUNTA MUNICIPAL DE DEPORTES  CUNDEPORTES RICAURTE,Cundinamarca,TERRITORIAL,808000021,337,2537929159.0
CUNDINAMARCA  JUNTA MUNICIPAL DE DEPORTES DE FÓMEQUE,Cundinamarca,TERRITORIAL,800232154,21,17980000.0
CUNDINAMARCA  JUNTA MUNICIPAL DE DEPORTES DEL MUNICIPIO DE SAN FRANCISCO,Cundinamarca,TERRITORIAL,832002490,93,521722230.0
CUNDINAMARCA  JUNTA MUNICIPAL DE DEPORTES Y RECREACIÓN DE GUATAQUI,Cundinamarca,TERRITORIAL,808001104,128,577824692.0
CUNDINAMARCA  LOTERÍA DE CUNDINAMARCA,Cundinamarca,TERRITORIAL,860037234,826,34287423178.0
CUNDINAMARCA  PERSONERÍA CACHIPAY,Cundinamarca,TERRITORIAL,800081091-9,11,142816325.0
CUNDINAMARCA  PERSONERÍA DEL MUNICIPIO DE TENA,Cundinamarca,TERRITORIAL,800004574-6,17,6209000.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE ANAPOIMA,Cundinamarca,TERRITORIAL,890680097,15,85192879.0
CUNDINAMARCA  PERSONERIA MUNICIPAL DE CHOACHI,Cundinamarca,TERRITORIAL,899999414,11,11120838.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE CHOCONTÁ,Cundinamarca,TERRITORIAL,899999357,21,72270796.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE COTA,Cundinamarca,TERRITORIAL,899999705-3,274,4473146570.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE FACATATIVÁ,Cundinamarca,TERRITORIAL,899999328-1,151,1009925065.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE FUSAGASUGÁ,Cundinamarca,TERRITORIAL,808000033,391,3800216452.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE GACHALÁ,Cundinamarca,TERRITORIAL,800094671,6,26351600.0
CUNDINAMARCA  PERSONERIA MUNICIPAL DE JUNÍN,Cundinamarca,TERRITORIAL,800094705-9,14,94651807.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE MACHETÁ,Cundinamarca,TERRITORIAL,899999401-1,19,33968900.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE RICAURTE,Cundinamarca,TERRITORIAL,890680059,92,1508584656.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA,Cundinamarca,TERRITORIAL,860527046-1,10,2689500.0
CUNDINAMARCA  PERSONERIA MUNICIPAL DE SAN FRANCISCO,Cundinamarca,TERRITORIAL,899999173,19,13741998.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE SESQUILÉ,Cundinamarca,TERRITORIAL,899999415-2,27,31529017.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE SOACHA,Cundinamarca,TERRITORIAL,832003216,655,4034814372.0
CUNDINAMARCA PERSONERÍA MUNICIPAL DE TABIO,Cundinamarca,TERRITORIAL,8999994439,9,21758634.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE TIBIRITA,Cundinamarca,TERRITORIAL,800.094.782-6,23,138388610.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE TOCAIMA,Cundinamarca,TERRITORIAL,800093439,2,
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE TOCANCIPÁ,Cundinamarca,TERRITORIAL,899999428,46,879095053.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE VERGARA,Cundinamarca,TERRITORIAL,899999448-5,25,40762820.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE VIANI,Cundinamarca,TERRITORIAL,899999709-2,34,40056742.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL DE VIOTÁ,Cundinamarca,TERRITORIAL,900363021,21,17390000.0
CUNDINAMARCA  PERSONERÍA MUNICIPAL LA VEGA,Cundinamarca,TERRITORIAL,800073475,6,12074970.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE AGUA DE DIOS,Cundinamarca,TERRITORIAL,890680149-4,10,26369500.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE ALBAN,Cundinamarca,TERRITORIAL,814002965-4,8,12750950.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE APULO,Cundinamarca,TERRITORIAL,890680236-7,19,11098139.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE ARBELÁEZ,Cundinamarca,TERRITORIAL,800093386-8,22,35905073.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE BELTRÁN,Cundinamarca,TERRITORIAL,800094624-0,33,31668850.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE BITUIMA,Cundinamarca,TERRITORIAL,899999708-5,4,17363000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE BOJACÁ,Cundinamarca,TERRITORIAL,800094622-6,23,40888895.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE CAJICA,Cundinamarca,TERRITORIAL,899999465-0,275,2932181289.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE CARMEN DE CARUPA,Cundinamarca,TERRITORIAL,899999367-7,28,43592350.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE CHÍA,Cundinamarca,TERRITORIAL,899999172-8,323,4181725295.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE COGUA,Cundinamarca,TERRITORIAL,899999466-8,25,28904066.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE CUCUNUBA,Cundinamarca,TERRITORIAL,899999406-6,32,37577594.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE EL PEÑÓN,Cundinamarca,TERRITORIAL,899999460-4,41,55644888.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE EL ROSAL,Cundinamarca,TERRITORIAL,832006156,48,94535927.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE FOMEQUE,Cundinamarca,TERRITORIAL,899999364-5,34,14263582.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE FUNZA,Cundinamarca,TERRITORIAL,832000814,344,6204181688.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE FUQUENE,Cundinamarca,TERRITORIAL,899999323-3,23,46706228.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GACHANCIPÁ,Cundinamarca,TERRITORIAL,899999419-1,39,41578665.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GAMA,Cundinamarca,TERRITORIAL,832002715,11,123823542.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GIRARDOT,Cundinamarca,TERRITORIAL,808001310,131,1378864604.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GUASCA,Cundinamarca,TERRITORIAL,89999442-1,25,4104623.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GUATAQUÍ,Cundinamarca,TERRITORIAL,800011271-9,45,90992154.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GUATAVITA,Cundinamarca,TERRITORIAL,899999395-3,54,65488476.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE GUAYABAL DE SÍQUIMA,Cundinamarca,TERRITORIAL,800094685-1,51,239790544.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE JERUSALÉN,Cundinamarca,TERRITORIAL,900120471,28,54203416.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE LA MESA,Cundinamarca,TERRITORIAL,890680026-7,2,1845000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE LA PEÑA,Cundinamarca,TERRITORIAL,899999721-1,32,43922234.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE LENGUAZAQUE,Cundinamarca,TERRITORIAL,899999330-5,23,72605374.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE MADRID,Cundinamarca,TERRITORIAL,899999325-8,216,3244671633.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE MEDINA,Cundinamarca,TERRITORIAL,899999470-8,9,3168000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE MOSQUERA,Cundinamarca,TERRITORIAL,832001420,360,4900232635.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE NARIÑO,Cundinamarca,TERRITORIAL,890680390-3,50,102013959.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE NEMOCÓN,Cundinamarca,TERRITORIAL,899999366,16,26707544.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE NILO,Cundinamarca,TERRITORIAL,899999707-8,15,32277200.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE NIMAIMA,Cundinamarca,TERRITORIAL,832003322,50,224902699.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE NOCAIMA,Cundinamarca,TERRITORIAL,899999718-9,46,204011321.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE PAIME,Cundinamarca,TERRITORIAL,899999704-6,1,2145000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE PANDI,Cundinamarca,TERRITORIAL,900440399,23,34105182.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE PASCA,Cundinamarca,TERRITORIAL,890680154-1,34,5927884.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE QUEBRADANEGRA,Cundinamarca,TERRITORIAL,832000977,71,194224410.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE QUETAME,Cundinamarca,TERRITORIAL,800094716-1,21,32359122.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE QUIPILE,Cundinamarca,TERRITORIAL,899999431-0,31,46493374.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SAN JUAN DE RIO SECO,Cundinamarca,TERRITORIAL,999999422-4,3,560000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SIBATÉ,Cundinamarca,TERRITORIAL,899999372-4,25,148939482.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SIMIJÁCA,Cundinamarca,TERRITORIAL,899999384-2,30,65899742.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SOPÓ,Cundinamarca,TERRITORIAL,832003365,94,508155242.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SUBACHOQUE,Cundinamarca,TERRITORIAL,899999314-0,21,14194911.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SUESCA,Cundinamarca,TERRITORIAL,899999430-3,19,43899217.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SUPATA,Cundinamarca,TERRITORIAL,832003486,20,145013089.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SUSA,Cundinamarca,TERRITORIAL,899999700-7,34,64686660.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE SUTATAUSA,Cundinamarca,TERRITORIAL,899999476-1,21,37331253.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE TAUSA,Cundinamarca,TERRITORIAL,899999481-9,24,43022287.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE TENJO,Cundinamarca,TERRITORIAL,800095174-0,68,550229219.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE TIBACUY,Cundinamarca,TERRITORIAL,800018689-5,15,10717550.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE TOPAIPÍ,Cundinamarca,TERRITORIAL,832006623,16,2420000.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE UBATÉ,Cundinamarca,TERRITORIAL,899999281-2,32,75225386.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE ÚTICA,Cundinamarca,TERRITORIAL,899999407-3,35,59793932.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE VILLAGÓMEZ,Cundinamarca,TERRITORIAL,899999447-8,35,192073165.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE VILLAPINZÓN,Cundinamarca,TERRITORIAL,899999445-3,22,35904432.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE ZIPACÓN,Cundinamarca,TERRITORIAL,800094778-6,42,43767500.0
CUNDINAMARCA  PERSONERÍA MUNICIPIO DE ZIPAQUIRA,Cundinamarca,TERRITORIAL,832000349,171,1624677202.0
CUNDINAMARCA  SECRETARÍA DE COOPERACIÓN Y ENLACE INSTITUCIONAL,Bogotá DC,TERRITORIAL,899999114,6,1955000000.0
CUNDINAMARCA  SERVIPULI SA ESP  PULÍ,Cundinamarca,TERRITORIAL,900267885,94,442091755.0
CUNDINAMARCA  TERMINAL DE TRANSPORTES DE FUSAGASUGÁ EICE,Cundinamarca,TERRITORIAL,808003972,170,5450000.0
CUNDINAMARCA  UNIDAD ADMINISTRATIVA ESPECIAL BOSQUES DE CUNDINAMARCA,Bogotá DC,TERRITORIAL,900405586,100,2466328848.0
CUNDINAMARCA  UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES,Bogotá DC,TERRITORIAL,900594384,213,40013035951.0
CUNDINAMARCA  UNIDAD ADMINISTRATIVA ESPECIAL DE VIVIENDA SOCIAL,Bogotá DC,TERRITORIAL,899999114,632,360882972907.0
CUNDINAMARCA  UNIVERSIDAD DE CUNDINAMARCA  FUSAGASUGÁ,Cundinamarca,TERRITORIAL,890680062,1685,161849819580.0
CVC  CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Valle del Cauca,NACIONAL,890399002,7703,1787064141441.0
CVS  CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,Córdoba,NACIONAL,No Definido,1726,938678434859.0
DAS  DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD,Bogotá DC,NACIONAL,899999039,2142,115210957330.0
DEFENSA CIVIL COLOMBIANA DCC,Bogotá DC,NACIONAL,899999717,2133,70266903705.0
DEFENSORÍA DEL PUEBLO DEFENSORÍA,Bogotá DC,NACIONAL,800186061,38439,11241466729391.0
DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA TECNOLOGÍA E INNOVACIÓN COLCIENCIAS,Bogotá DC,NACIONAL,899999296,6903,5133911637459.0
DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA DAFP,Bogotá DC,NACIONAL,899999020,1501,91452740669.0
DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA DAPRE,Bogotá DC,NACIONAL,899999083,6529,1858968451887.0
DEPARTAMENTO ADMINISTRATIVO DEL DEPORTE LA RECREACIÓN LA ACTIVIDAD FÍSICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE COLDEPORTES,Bogotá DC,NACIONAL,899999306,7337,4078397758112.0
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA DANE,Bogotá DC,NACIONAL,899999027,70790,868123153942.0
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE LA ECONOMÍA SOLIDARIA,Bogotá DC,NACIONAL,899999050,153,4029997608.0
DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL DPS,Bogotá DC,NACIONAL,900039533,4941,2155123398812.0
DEPARTAMENTO NACIONAL DE PLANEACIÓN DNP,Bogotá DC,NACIONAL,899999011,7074,2497600398428.0
DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES DIAN,Bogotá DC,NACIONAL,800197268,8420,1670469255212.0
DIRECCIÓN DE SANIDAD DE LA FUERZA AÉREA COLOMBIANA,Bogotá DC,NACIONAL,899999102,1807,57824791974.0
DIRECCIÓN GENERAL DE LA POLICÍA NACIONAL PONAL,Bogotá DC,NACIONAL,800140603,109906,12544168601527.0
DIRECCIÓN GENERAL DE SANIDAD MILITAR,Bogotá DC,NACIONAL,830039670,14876,2420679633237.0
DIRECCIÓN GENERAL MARÍTIMA,Bogotá DC,NACIONAL,830027904,4614,592826122169.0
DIRECCIÓN NACIONAL DE BOMBEROS,Bogotá DC,TERRITORIAL,900639630,596,185879545512.0
DIRECCIÓN NACIONAL DE ESTUPEFACIENTES DNE,Bogotá DC,NACIONAL,800101599,828,129909027574.0
DIRECCIÓN NACIONAL DE INTELIGENCIA DNI,Bogotá DC,NACIONAL,900475460,485,149478780887.0
DIRECCION NACIONAL DEL DERECHO DE AUTOR DNDA,Bogotá DC,NACIONAL,800185929,381,6954300709.0
DIRECCIÓN OPERATIVA PARA LA DEFENSA DE LA LIBERTAD PERSONAL,Bogotá DC,NACIONAL,830077675,373,45210799470.0
DIVISIÓN DE SANIDAD DE LA POLICÍA NACIONAL,Bogotá DC,NACIONAL,No Definido,10399,2466066350582.0
ECOPETROL  EMPRESA COLOMBIANA DE PETRÓLEOS,Bogotá DC,NACIONAL,No Definido,25317,71189146229127.0
EJÉRCITO NACIONAL,Bogotá DC,NACIONAL,No Definido,60856,13227413592913.0
ELECTRIFICADORA DEL HUILA,Huila,TERRITORIAL,891180001,1412,2316188222112.0
EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS SA VECOL SA,Bogotá DC,NACIONAL,899999002,7,5951222742.0
EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL ESPINAL ESP,Tolima,TERRITORIAL,890704204,736,50047947599.0
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ALBANIA CAQUETA  EMSERPA SA ESP,Caquetá,TERRITORIAL,900098017,27,379346243.0
EMPRESA NACIONAL PROMOTORA DE DESARROLLO TERRITORIAL  ENTERRITORIO,Bogotá DC,NACIONAL,899999316,31588,5622697258523.0
EMPRESAS PUBLICAS DE TERUEL SA ESP,Huila,TERRITORIAL,900171067,228,2768120403.0
ESCUELA NACIONAL DEL DEPORTE,Bogotá DC,TERRITORIAL,805001868,2673,110739247622.0
ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA ESAP,Bogotá DC,NACIONAL,899999054,19581,1612665562802.0
ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO,Bogotá DC,NACIONAL,830002634,912,70001935036.0
ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL ITC,Bogotá DC,NACIONAL,860523694,920,29641592872.0
ETESA  EMPRESA TERRITORIAL PARA LA SALUD,Bogotá DC,NACIONAL,830084404,57,1228362620.0
FEDEGAN  FEDERACIÓN COLOMBIANA DE GANADEROS,Bogotá DC,NACIONAL,860008068,4,
FEDERACIÓN COLOMBIANA DE MUNICIPIOS,Bogotá DC,TERRITORIAL,800082665,640,74291037052.0
FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA,Bogotá DC,NACIONAL,860007538,74,14206730375.0
FEDERACIÓN NACIONAL DE DEPARTAMENTOS,Bogotá DC,TERRITORIAL,800244322,693,154792153524.0
FERROVÍAS  EMPRESA COLOMBIANA DE VÍAS FÉRREAS,Bogotá DC,NACIONAL,800082934,53,5184594931.0
FIDUAGRARIA  SOCIEDAD FIDUCIARIA DE DESARROLLO AGROPECUARIO,Bogotá DC,NACIONAL,No Definido,387,191260529992.0
FIDUCIARIA COLOMBIANA DE COMERCIO EXTERIOR SA,Bogotá DC,NACIONAL,800178148,12,210948550.0
FIDUCIARIA LA PREVISORA,Bogotá DC,NACIONAL,No Definido,1175,282468950796.0
FINAGRO  FONDO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO,Bogotá DC,NACIONAL,No Definido,1338,761843664274.0
FINANCIERA DE DESARROLLO NACIONAL SA,Bogotá DC,NACIONAL,860509022,454,293915646277.0
FINDETER  FINANCIERA DE DESARROLLO TERRITORIAL,Bogotá DC,NACIONAL,800096329,120,1022468017983.0
FISCALÍA GENERAL DE LA NACIÓN FGN,Bogotá DC,NACIONAL,800152783,17437,3643777807313.0
FNG  FONDO NACIONAL DE GARANTÍAS,Bogotá DC,NACIONAL,860402272,1856,85584991513.0
FODESEP  FONDO DE DESARROLLO DE LA EDUCACIÓN SUPERIOR,Bogotá DC,NACIONAL,830018957,13,2315724892.0
FOGACOOP  FONDO DE GARANTÍAS DE ENTIDADES COOPERATIVAS,Bogotá DC,NACIONAL,830053319,160,16101087042.0
FONCOLOMBIA  FONDO MIXTO PARA EL DESARROLLO INTEGRAL Y LA GESTIÓN SOCIAL DE COLOMBIA,Santander,NACIONAL,901473251-1,14,48797984633.0
FONDO ADAPTACIÓN FA,Bogotá DC,NACIONAL,900450205,1952,5869377346659.0
FONDO COLOMBIA EN PAZ,Bogotá DC,NACIONAL,830054060,1071,488960423658.0
FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,Bogotá DC,NACIONAL,No Definido,1396,58714166815.0
FONDO DE FOMENTO PANELERO  FEDEPANELA,Bogotá DC,NACIONAL,800059441,586,13523029799.0
FONDO DE INVERSIÓN PARA LA PAZ,Bogotá DC,NACIONAL,899999083,3458,5691677800832.0
FONDO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá DC,NACIONAL,800131648,5454,5979414636165.0
FONDO DE VIVIENDA DE LA REGISTRADURÍA,Bogotá DC,NACIONAL,No Definido,1,
FONDO NACIONAL AMBIENTAL,Bogotá DC,NACIONAL,No Definido,12,18013280408.0
FONDO NACIONAL DE AHORRO,Bogotá DC,NACIONAL,899999284,344,4548392699768.0
FONDO NACIONAL DE ESTUPEFACIENTES,Bogotá DC,NACIONAL,899999327,650,99867935961.0
FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES  FIDUCIARIA LA PREVISORA SA,Bogotá DC,TERRITORIAL,860525148,3452,
FONDO NACIONAL DE REGALÍAS,Bogotá DC,NACIONAL,830140712,6,3439470886.0
FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA FPS,Bogotá DC,NACIONAL,800112806,2413,1507138856288.0
FONDO ROTATORIO DE LA POLICÍA NACIONAL FORPO,Bogotá DC,NACIONAL,860020227,3450,1608232237265.0
FONDO ROTATORIO DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,Bogotá DC,NACIONAL,899999737,3631,280355228421.0
FONDO ROTATORIO DEL DANE,Bogotá DC,NACIONAL,800072977,13476,141115888592.0
FONDO ROTATORIO DEL DAS,Bogotá DC,NACIONAL,899999715,2334,263621239729.0
FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,Bogotá DC,NACIONAL,860511071,2441,1080237982875.0
FONPRECON  FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA,Bogotá DC,NACIONAL,899999734,2003,33960608110.0
FONVIVIENDA  FONDO NACIONAL DE VIVIENDA,Bogotá DC,NACIONAL,830121208,113,1748674398484.0
FUERZA AÉREA COLOMBIANA,Bogotá DC,NACIONAL,899999102,17507,3679210991496.0
FUNDACION SAN JUAN DE DIOS DE SANTA FE DE ANTIOQUIA,Antioquia,NACIONAL,901128374,70,815651165.0
